Reference Name	Text	Font
dm06_00310k_060	Я изучил перечень \n возможных \n решений, но выход \n только один.	[0, 58, 'DINRoundOffcPro']
dm06_00310k_070	Из времени должны \n навеки исчезнуть \n две вещи.	[0, 44, 'DINRoundOffcPro']
dm06_00310k_080	Первая — это автобус, \n упавший на самое \n дно мира.	[0, 48, 'DINRoundOffcPro']
dm06_00310k_090	Если бы дети не упали \n на дно, Ковчег бы \n им не понадобился.	[0, 58, 'DINRoundOffcPro']
dm06_00310k_100	Я должна предотвратить \n падение? Спасти из \n автобуса Зазу и \n остальных?	[0, 68, 'DINRoundOffcPro']
dm06_00310k_110	Да. Это очень важная \n часть головоломки.	[0, 39, 'DINRoundOffcPro']
dm06_00310k_120	Но ты также и \n ключевая деталь \n этой головоломки.	[0, 47, 'DINRoundOffcPro']
dm06_00310k_130	Да... Должно исчезнуть \n еще кое-что.	[0, 35, 'DINRoundOffcPro']
dm06_00310k_140	Сахия.	[0, 6, 'DINRoundOffcPro']
dm06_00310k_150	Ты не должна была \n прийти в этот \n мир Сахией.	[0, 43, 'DINRoundOffcPro']
dm06_00310k_160	Пока существует Сахия, \n изменить прошлое \n будет невозможно.	[0, 57, 'DINRoundOffcPro']
dm06_00310k_170	Врана... Когда исчезнет \n Сахия, вместе с ней \n исчезнут и твои \n воспоминания.	[0, 73, 'DINRoundOffcPro']
dm06_00310k_173	Прости. Другого выхода \n нет.	[0, 27, 'DINRoundOffcPro']
dm06_00310k_176	Если Сахия исчезнет... \n Если я забуду Зазу... \n Все будет хорошо?	[0, 62, 'DINRoundOffcPro']
dm06_00310k_180	Я... Я не хочу, чтобы \n Заза и другие \n страдали.	[0, 45, 'DINRoundOffcPro']
dm06_00310k_190	Ты готова переписать \n прошлое и вернуть \n истинный \n порядок вещей?	[0, 62, 'DINRoundOffcPro']
dm06_00400m_010	Мир был переписан.	[0, 18, 'DINRoundOffcPro']
dm06_00400m_020	Когда ты очнешься, уже ничего не вспомнишь.	[0, 43, 'DINRoundOffcPro']
dm06_00400m_030	Даже Зазу.	[0, 10, 'DINRoundOffcPro']
dm06_01000	Они... Срослись?..	[0, 18, 'DINRoundOffcPro']
dm06_01001	Привлеките внимание \n Гигантского Компилятора	[0, 43, 'DINRoundOffcPro']
dm06_01002	Не трогайте Ковчег!	[0, 19, 'DINRoundOffcPro']
dm06_01003	Нельзя, чтобы с Ковчегом что-то случилось!	[0, 42, 'DINRoundOffcPro']
dm06_01004	Ковчег вот-вот рухнет!	[0, 22, 'DINRoundOffcPro']
dm06_01005	ЗАЗА-А-А-А!	[0, 11, 'DINRoundOffcPro']
dm06_01006	Нельзя, чтобы этот монстр уничтожил Ковчег!	[0, 43, 'DINRoundOffcPro']
dm06_01010	Не трогай их!	[0, 13, 'DINRoundOffcPro']
dm06_01011	Ковчег долго не выстоит.	[0, 24, 'DINRoundOffcPro']
dm06_01012	Нужно отвлечь этого монстра от Ковчега.	[0, 39, 'DINRoundOffcPro']
dm06_01013	Я не позволю уничтожить Ковчег!	[0, 31, 'DINRoundOffcPro']
dm06_01014	Не трогай Ковчег!	[0, 17, 'DINRoundOffcPro']
dm06_01015	Тебе нужна я!	[0, 13, 'DINRoundOffcPro']
dm06_02000	Подманите Гигантского \n Компилятора к Кэт	[0, 39, 'DINRoundOffcPro']
dm06_02001	Нужно отвести этого гиганта к Кэт!	[0, 34, 'DINRoundOffcPro']
dm06_02002	Дымка!	[0, 6, 'DINRoundOffcPro']
dm06_02003	Победите Гигантского \n Компилятора	[0, 32, 'DINRoundOffcPro']
dm06_02004	Он ослаб! Давай, Дымка, вперед!	[0, 31, 'DINRoundOffcPro']
dm06_02005	Он возвращается к Ковчегу!	[0, 26, 'DINRoundOffcPro']
dm06_02006	Привлеките внимание \n Гигантского Компилятора	[0, 43, 'DINRoundOffcPro']
dm06_02007	Не трогайте Ковчег!	[0, 19, 'DINRoundOffcPro']
dm06_02008	Отойди от Ковчега!	[0, 18, 'DINRoundOffcPro']
dm06_02009	Ковчег вот-вот рухнет!	[0, 22, 'DINRoundOffcPro']
dm06_02010	ЗАЗА-А-А-А!	[0, 11, 'DINRoundOffcPro']
dm06_02011	Нельзя, чтобы этот монстр уничтожил Ковчег!	[0, 43, 'DINRoundOffcPro']
dm06_02012	Ага! Это его отвлекло!	[0, 22, 'DINRoundOffcPro']
dm06_02013	Он восстанавливается!	[0, 21, 'DINRoundOffcPro']
dm06_02020	На какую жертву ты пойдешь, \n чтобы спасти детей в Ковчеге?	[0, 57, 'DINRoundOffcPro']
dm06_02021	На любую...	[0, 11, 'DINRoundOffcPro']
dm06_02030	Так-то лучше! Сюда!	[0, 19, 'DINRoundOffcPro']
dm06_02031	Сможешь меня поймать?	[0, 21, 'DINRoundOffcPro']
dm06_02032	Бей по мне!	[0, 11, 'DINRoundOffcPro']
dm06_02040	Стой! Тебе нужна я!	[0, 19, 'DINRoundOffcPro']
dm06_02041	Нет! Не трогай Ковчег!	[0, 22, 'DINRoundOffcPro']
dm06_02042	Нужно снова его отвлечь!	[0, 24, 'DINRoundOffcPro']
dm06_02050	Бит: \n Одна ты его не победишь.	[0, 5, 'DINRoundOffcPro'], [5, 29, 'DINRoundOffcPro']
dm06_02051	Бит: \n Подмани это чудовище ко второй Владыке.	[0, 5, 'DINRoundOffcPro'], [5, 44, 'DINRoundOffcPro']
dm06_02052	Бит: \n Ты должна объединиться со второй Владыкой.	[0, 5, 'DINRoundOffcPro'], [5, 47, 'DINRoundOffcPro']
dm06_02060	Кэт уже совсем близко.	[0, 22, 'DINRoundOffcPro']
dm06_02065	Бит: \n Гигантский Компилятор возвращается к Ковчегу!	[0, 5, 'DINRoundOffcPro'], [5, 50, 'DINRoundOffcPro']
dm06_02066	Готово! Я подманила это чудище к железнодорожной станции.	[0, 57, 'DINRoundOffcPro']
dm06_02067	Уничтожьте Компиляторов	[0, 23, 'DINRoundOffcPro']
dm06_02068	Они пришли за Кэт! Я им устрою!	[0, 31, 'DINRoundOffcPro']
dm06_02069	Бит: \n Начни с самых мелких.	[0, 5, 'DINRoundOffcPro'], [5, 26, 'DINRoundOffcPro']
dm06_02070	Нет...	[0, 6, 'DINRoundOffcPro']
dm06_02071	До удаления	[0, 11, 'DINRoundOffcPro']
dm06_02080	Бит: \n Поздно...	[0, 5, 'DINRoundOffcPro'], [5, 14, 'DINRoundOffcPro']
dm06_03000	Этих детей могу спасти только я.	[0, 32, 'DINRoundOffcPro']
dm06_03001	Я не дам тебя в обиду, Заза.	[0, 28, 'DINRoundOffcPro']
dm06_03002	Поймайте автобус	[0, 16, 'DINRoundOffcPro']
dm06_03003	Я должна спасти детей!	[0, 22, 'DINRoundOffcPro']
dm06_03004	Почти... Почти...	[0, 17, 'DINRoundOffcPro']
dm06_03010	Заза и я... Мы все там, внутри этого автобуса.	[0, 46, 'DINRoundOffcPro']
dm06_03011	Заза делал все, чтобы уберечь меня от опасностей.	[0, 49, 'DINRoundOffcPro']
dm06_03012	А теперь моя очередь спасти Зазу.	[0, 33, 'DINRoundOffcPro']
dm06_09000	Я не могу сдаться!	[0, 18, 'DINRoundOffcPro']
