Reference Name	Text	Font
ep26_05008	Deixe-me aliviar seu sofrimento.	[0, 32, 'DINRoundOffcPro']
ep26_05009	A cidade que você adora...	[0, 26, 'DINRoundOffcPro']
ep26_05010	As pessoas que você ama. \n Você pode ter tudo isso.	[0, 49, 'DINRoundOffcPro']
ep26_05011	Você não vai nem se lembrar de mim.	[0, 35, 'DINRoundOffcPro']
ep26_05012	Você nunca lembrará desse acordo.	[0, 33, 'DINRoundOffcPro']
ep26_05013	Um mundo sem um fim. \n Um mundo para sempre em paz.	[0, 49, 'DINRoundOffcPro']
ep26_05015	Eu não posso... mas...	[0, 22, 'DINRoundOffcPro']
ep26_05016	Pequena, nada mais preocupará você.	[0, 35, 'DINRoundOffcPro']
ep26_05017	Aceite meu mundo. \n Será sua melhor e única escolha.	[0, 50, 'DINRoundOffcPro']
ep26_06000	Estão... cantando?	[0, 18, 'DINRoundOffcPro']
ep26_06001	Ainda... posso...	[0, 17, 'DINRoundOffcPro']
ep26_06002	Estou sendo... convocada...	[0, 27, 'DINRoundOffcPro']
f5aa79e3	É por isso que \n tenho que ir.	[0, 28, 'DINRoundOffcPro']
fef27be9	Mas agora \n estou muito \n mais forte.	[0, 33, 'DINRoundOffcPro']
