Reference Name	Text	Font
dm01_00310k_080	Zaza, hold on... \n I'll do whatever it \n takes to bring \n you back.	[0, 61, 'DINRoundOffcPro']
dm01_00310k_090	And you'll see me again, \n I promise.	[0, 35, 'DINRoundOffcPro']
dm01_00320k_010	Heya Raven! \n Is this all to help \n those kids sleepin' \n in the Ark?	[0, 63, 'DINRoundOffcPro']
dm01_00320k_015	Sorry to bother you, \n but we need to chat.	[0, 41, 'DINRoundOffcPro']
dm01_00320k_020	Gade, Cyanea? \n Can't we do this later? \n I'm busy.	[0, 47, 'DINRoundOffcPro']
dm01_00320k_030	Oh yes, time is an \n important problem. \n Speaking of which...	[0, 58, 'DINRoundOffcPro']
dm01_00320k_040	We need to talk about \n the Ark. This whole plan \n to rescue the children \n is giving me bad vibes.	[0, 93, 'DINRoundOffcPro']
dm01_00320k_050	And space-time \n is having a fit.	[0, 31, 'DINRoundOffcPro']
dm01_00320k_060	It's like it can tell \n something bad is \n about to happen.	[0, 55, 'DINRoundOffcPro']
dm01_00320k_070	Do you even try \n to make sense?	[0, 30, 'DINRoundOffcPro']
dm01_00320k_073	I feel... \n So... \n Sleepy...	[0, 25, 'DINRoundOffcPro']
dm01_00320k_075	Hmph, sounds like \n the Dream Guardian \n is about to join our \n conversation.	[0, 71, 'DINRoundOffcPro']
dm01_00320k_078	Cyanea is asleep.	[0, 17, 'DINRoundOffcPro']
dm01_00320k_080	The children in the Ark \n are trapped in a place \n between reality and \n dreams.	[0, 74, 'DINRoundOffcPro']
dm01_00320k_090	The only way to wake \n them is to guide \n them back to where \n they belong.	[0, 69, 'DINRoundOffcPro']
dm01_00320k_100	Getting them back is \n exactly what I was \n doing before you \n interrupted me!	[0, 72, 'DINRoundOffcPro']
dm01_00320k_110	The scientist in charge \n said that, with enough \n energy...	[0, 56, 'DINRoundOffcPro']
dm01_00320k_120	He could restart the \n Ark and bring them \n back to where they \n belong.	[0, 66, 'DINRoundOffcPro']
dm01_00320k_130	Sounds reckless \n to me.	[0, 22, 'DINRoundOffcPro']
dm01_00320k_140	Playing with time \n and space isn't \n a good idea.	[0, 46, 'DINRoundOffcPro']
dm01_00320k_143	You of all people \n should understand \n the risks.	[0, 46, 'DINRoundOffcPro']
dm01_00320k_146	Your very existence \n is an instability.	[0, 38, 'DINRoundOffcPro']
dm01_00320k_150	But you're the one who \n told me the time was \n coming when they would \n rise again!	[0, 78, 'DINRoundOffcPro']
dm01_00320k_160	What do you want \n me to do? Sit back \n and wait for them \n to wake up?	[0, 65, 'DINRoundOffcPro']
dm01_00320k_170	While you both do \n nothing, I'm going \n to save Zaza \n and the others.	[0, 65, 'DINRoundOffcPro']
dm01_00320k_180	You've already \n wasted enough \n of my time!	[0, 40, 'DINRoundOffcPro']
dm01_00320k_190	Hmph. \n She does have \n a temper...	[0, 31, 'DINRoundOffcPro']
dm01_00320k_200	We did warn her. \n The rest is up to \n the third Crea-	[0, 50, 'DINRoundOffcPro']
dm01_00320k_210	Wha-? \n Was I sleeping again? \n I'm sorry...	[0, 40, 'DINRoundOffcPro']
dm01_00320k_220	Hey, we all need \n a little shut-eye \n now and again.	[0, 49, 'DINRoundOffcPro']
dm01_00320k_230	Let's go see \n how this will \n all play out.	[0, 40, 'DINRoundOffcPro']
dm01_00330k_010	Raven! Did you just \n get here too?	[0, 33, 'DINRoundOffcPro']
dm01_00330k_020	Yeah, and I brought \n the energy we need.	[0, 39, 'DINRoundOffcPro']
dm01_00330k_030	I was wondering if \n you would ever show \n up. Hold on...	[0, 53, 'DINRoundOffcPro']
dm01_00330k_040	Energy levels are good. \n We should be able to \n commence the experiment.	[0, 69, 'DINRoundOffcPro']
dm01_00330k_043	I feel it's worth \n bringing it to \n your attention...	[0, 50, 'DINRoundOffcPro']
dm01_00330k_045	But today's experiment \n is all thanks to my \n boss, Dr. Brahman.	[0, 61, 'DINRoundOffcPro']
dm01_00330k_048	When today is done, \n he'll be famous.	[0, 36, 'DINRoundOffcPro']
dm01_00330k_050	I need to rush these \n energy tanks over \n there. Thank you for \n the good work!	[0, 74, 'DINRoundOffcPro']
dm01_00330k_060	...	[0, 3, 'DINRoundOffcPro']
dm01_00330k_065	Yeesh, he makes it \n sound like all of this \n is just a line for \n some guy's resume.	[0, 79, 'DINRoundOffcPro']
dm01_00330k_070	Guess we've done all \n we can do...	[0, 33, 'DINRoundOffcPro']
dm01_00330k_080	Let's head over to \n the plaza and join \n the crowd.	[0, 48, 'DINRoundOffcPro']
dm01_00330k_090	Gade and Cyanea should \n be there already.	[0, 40, 'DINRoundOffcPro']
dm01_00330k_100	Too bad Syd had to \n pick today of all \n days to call in sick.	[0, 58, 'DINRoundOffcPro']
dm01_00330k_105	Can you believe him, \n taking such an important \n day off?	[0, 54, 'DINRoundOffcPro']
dm01_00330k_110	Kat... Do you really \n think this will wake \n the children in the Ark?	[0, 66, 'DINRoundOffcPro']
dm01_00330k_120	Having second thoughts? \n You were the one \n who was all for \n the experiment.	[0, 72, 'DINRoundOffcPro']
dm01_00330k_160	I'm sure everything \n will turn out alright.	[0, 42, 'DINRoundOffcPro']
dm01_00330k_170	You're right. \n And I'll do \n whatever it takes \n to bring them home.	[0, 63, 'DINRoundOffcPro']
dm01_00330k_180	You're acting kind \n of strange today, \n are you alright?	[0, 53, 'DINRoundOffcPro']
dm01_00330k_190	...	[0, 3, 'DINRoundOffcPro']
dm01_00330k_200	Let's go! \n You wouldn't want \n to miss your chance \n to see Zaza.	[0, 60, 'DINRoundOffcPro']
dm01_00400c_010	"Plan to Rescue Ark Children"	[0, 29, 'DINRoundOffcPro']
dm01_00400c_020	"Experiment Takes Place in Freedom Square"	[0, 42, 'DINRoundOffcPro']
dm01_00400c_030	All we can do now is \n hope this wakes Zaza \n and the others...	[0, 59, 'DINRoundOffcPro']
dm01_00400c_040	Yeah...	[0, 7, 'DINRoundOffcPro']
dm01_00400c_050	...and as a result, we have \n a way to free the sleeping \n children from their \n temporal prison.	[0, 91, 'DINRoundOffcPro']
dm01_00400c_060	Now, let's-	[0, 11, 'DINRoundOffcPro']
dm01_00400c_070	Excuse me.	[0, 10, 'DINRoundOffcPro']
dm01_00400c_080	!?	[0, 2, 'DINRoundOffcPro']
dm01_00400c_090	That Ark \n shouldn't exist.	[0, 25, 'DINRoundOffcPro']
dm01_00400c_100	You won't get the \n results you're looking \n for from an illusion.	[0, 62, 'DINRoundOffcPro']
dm01_00400c_110	Wh-Where did \n you come from?	[0, 27, 'DINRoundOffcPro']
dm01_00400c_120	Although sometimes bad \n methods can bring \n about good results.	[0, 60, 'DINRoundOffcPro']
dm01_00400c_130	Going through with \n your experiment will \n certainly shake \n things up.	[0, 66, 'DINRoundOffcPro']
dm01_00400c_140	Pardon me, is anyone \n missing our little \n scientist here?	[0, 55, 'DINRoundOffcPro']
dm01_00400c_150	!	[0, 1, 'DINRoundOffcPro']
dm01_00400c_160	I know what \n you're hiding.	[0, 26, 'DINRoundOffcPro']
dm01_00400c_170	But I'll let \n it slide for now.	[0, 30, 'DINRoundOffcPro']
dm01_00400c_180	!?	[0, 2, 'DINRoundOffcPro']
dm01_00400c_190	He went quite fast. \n Wonder what's wrong.	[0, 40, 'DINRoundOffcPro']
dm01_00400c_200	Not sure, but it's \n starting.	[0, 28, 'DINRoundOffcPro']
dm01_00500m_010	No...	[0, 5, 'DINRoundOffcPro']
dm01_00500m_020	Raven!?	[0, 7, 'DINRoundOffcPro']
dm01_00500m_030	I knew today was going to be interesting.	[0, 41, 'DINRoundOffcPro']
dm01_00500m_040	The dream is starting to crack.	[0, 31, 'DINRoundOffcPro']
dm01_00500m_050	The world can't process this complication. \n And she's at the centre.	[0, 67, 'DINRoundOffcPro']
dm01_00500m_060	This won't be an easy problem to fix.	[0, 37, 'DINRoundOffcPro']
dm01_01116	Hmm, I can barely see anything from way up here.	[0, 48, 'DINRoundOffcPro']
dm01_01132	Now for the next energy collector.	[0, 34, 'DINRoundOffcPro']
dm01_01133	Where'd they set the next one up again...?	[0, 42, 'DINRoundOffcPro']
dm01_01134	I need to get a better look, maybe from higher up.	[0, 50, 'DINRoundOffcPro']
dm01_01135	Shift Gravity to Fly Up and \n Have a Look Around	[0, 46, 'DINRoundOffcPro']
dm01_01136	I can get a good look from here.	[0, 32, 'DINRoundOffcPro']
dm01_01137	Time to have a look around.	[0, 27, 'DINRoundOffcPro']
dm01_01138	There.	[0, 6, 'DINRoundOffcPro']
dm01_01144	I need to take down Nevi and fill the machine's energy tank.	[0, 60, 'DINRoundOffcPro']
dm01_01145	Now they're coming from the sky, better take 'em out.	[0, 53, 'DINRoundOffcPro']
dm01_01146	That should be enough.	[0, 22, 'DINRoundOffcPro']
dm01_01150	Done, now on to the next machine.	[0, 33, 'DINRoundOffcPro']
dm01_01154	I need to take out the Nevi so I can collect their energy...	[0, 60, 'DINRoundOffcPro']
dm01_01156	That takes care of the Nevi.	[0, 28, 'DINRoundOffcPro']
dm01_01160	The next machine should be the last one.	[0, 40, 'DINRoundOffcPro']
dm01_01164	I better get moving.	[0, 20, 'DINRoundOffcPro']
dm01_01166	That's the last tank I need. I hope Kat's finished with her part.	[0, 65, 'DINRoundOffcPro']
dm01_01169	Zaza, wait!	[0, 11, 'DINRoundOffcPro']
dm01_01170	What are you doing here?	[0, 24, 'DINRoundOffcPro']
dm01_01171	I need to drop the energy tanks off.	[0, 36, 'DINRoundOffcPro']
dm01_01172	Now to drop this energy off.	[0, 28, 'DINRoundOffcPro']
dm01_01173	Deliver the Energy	[0, 18, 'DINRoundOffcPro']
dm01_01174	Police Officer: \n Some thugs slipped through our barrier.	[0, 16, 'DINRoundOffcPro'], [16, 55, 'DINRoundOffcPro']
dm01_01175	Gade: \n I tried my best to warn you, now what happens will happen.	[0, 6, 'DINRoundOffcPro'], [6, 64, 'DINRoundOffcPro']
dm01_01176	Cyanea: \n Hey Raven, I'm going to watch the Ark experiment.	[0, 8, 'DINRoundOffcPro'], [8, 57, 'DINRoundOffcPro']
dm01_01178	More Nevi... Fine, I'll take you out too.	[0, 41, 'DINRoundOffcPro']
dm01_01179	???: \n Sachya...	[0, 5, 'DINRoundOffcPro'], [5, 14, 'DINRoundOffcPro']
dm01_01180	Hey Raven!	[0, 10, 'DINRoundOffcPro']
dm01_01181	Police Officer: \n Raven! I've got bad news!	[0, 16, 'DINRoundOffcPro'], [16, 41, 'DINRoundOffcPro']
dm01_01190	Once I deliver this, I can bring Zaza home.	[0, 43, 'DINRoundOffcPro']
dm01_09000	Collect	[0, 7, 'DINRoundOffcPro']
dm01_09001	Talk	[0, 4, 'DINRoundOffcPro']
dm01_09002	Defeat the Nevi	[0, 15, 'DINRoundOffcPro']
dm01_09003	I've got to fill and collect the rest of the energy tanks.	[0, 58, 'DINRoundOffcPro']
dm01_09004	Head to the Next \n Energy Collector	[0, 33, 'DINRoundOffcPro']
dm01_09005	Energy Collector: \n Nevi attract mode enabled. Processing energy.	[0, 18, 'DINRoundOffcPro'], [18, 63, 'DINRoundOffcPro']
dm01_09006	Collect the Energy Tank \n from the Machine	[0, 40, 'DINRoundOffcPro']
dm01_09007	Police Officer: \n We're making sure no one enters the area for you.	[0, 16, 'DINRoundOffcPro'], [16, 65, 'DINRoundOffcPro']
dm01_09008	Police Officer: \n Let us know if anything comes up.	[0, 16, 'DINRoundOffcPro'], [16, 49, 'DINRoundOffcPro']
dm01_09009	Police Officer: \n Some thugs were messing with one of the collectors?	[0, 16, 'DINRoundOffcPro'], [16, 67, 'DINRoundOffcPro']
dm01_09010	Police Officer: \n We're on high alert - this experiment is too important.	[0, 16, 'DINRoundOffcPro'], [16, 71, 'DINRoundOffcPro']
dm01_09011	Police Officer: \n We're lucky to have you Gravity Shifters around.	[0, 16, 'DINRoundOffcPro'], [16, 64, 'DINRoundOffcPro']
dm01_09012	Police Officer: \n Thank you for helping us with the energy collection!	[0, 16, 'DINRoundOffcPro'], [16, 68, 'DINRoundOffcPro']
dm01_09013	Police Officer: \n Who knew the Nevi would turn out to be so useful?	[0, 16, 'DINRoundOffcPro'], [16, 65, 'DINRoundOffcPro']
dm01_09014	Police Officer: \n Nothing to report over here, just standin' watch.	[0, 16, 'DINRoundOffcPro'], [16, 65, 'DINRoundOffcPro']
dm01_09015	Police Officer: \n Once you've got that energy, we'll start the experiment.	[0, 16, 'DINRoundOffcPro'], [16, 72, 'DINRoundOffcPro']
dm01_09016	Police Officer: \n They're gettin' antsy waiting for their energy.	[0, 16, 'DINRoundOffcPro'], [16, 63, 'DINRoundOffcPro']
dm01_09017	Police Officer: \n Heard the guy in charge of the experiment was some big shot.	[0, 16, 'DINRoundOffcPro'], [16, 76, 'DINRoundOffcPro']
dm01_09018	Police Officer: \n Everyone's over in the plaza waiting for the experiment to begin.	[0, 16, 'DINRoundOffcPro'], [16, 81, 'DINRoundOffcPro']
