Reference Name	Text	Font
sm19_00310k_040	I'll take care of the \n other Scarabs.	[0, 36, 'DINRoundOffcPro']
sm19_00310k_050	Be careful!	[0, 11, 'DINRoundOffcPro']
sm19_00310k_060	I will. \n Now it's time to work \n off some of the stress \n that guy unloaded on me.	[0, 77, 'DINRoundOffcPro']
sm19_00330k_010	Kids come first!	[0, 16, 'DINRoundOffcPro']
sm19_00330k_020	You can't leave me here!	[0, 24, 'DINRoundOffcPro']
sm19_00350k_010	It's me!	[0, 8, 'DINRoundOffcPro']
sm19_00350k_020	I'm so glad you're safe! \n Thank you!	[0, 35, 'DINRoundOffcPro']
sm19_00350k_030	Just happy you're \n both alright.	[0, 31, 'DINRoundOffcPro']
sm19_00350k_040	Fine job, leaving me to \n those things! Don't you \n know who I am?	[0, 62, 'DINRoundOffcPro']
sm19_00350k_050	You're all parasites. \n Without me and the \n others in Havina, you'd \n have nothing.	[0, 78, 'DINRoundOffcPro']
sm19_00350k_060	I'll make sure you pay \n for this!	[0, 32, 'DINRoundOffcPro']
sm19_00370k_010	What's with that guy!?	[0, 22, 'DINRoundOffcPro']
sm19_00370k_020	...	[0, 3, 'DINRoundOffcPro']
sm19_00370k_030	Just ignore him, okay?	[0, 22, 'DINRoundOffcPro']
sm19_00370k_040	Now go hide \n someplace safe.	[0, 27, 'DINRoundOffcPro']
sm19_00370k_050	I'm gonna take out the \n rest of the Scarabs.	[0, 43, 'DINRoundOffcPro']
sm19_00370k_060	Okay, be careful!	[0, 17, 'DINRoundOffcPro']
sm19_00370k_070	It's time to take \n out a little anger.	[0, 37, 'DINRoundOffcPro']
sm19_00400k_010	Thanks for getting rid \n of the Scarabs!	[0, 38, 'DINRoundOffcPro']
sm19_00400k_020	Do the people in Havina \n always treat you like \n that guy?	[0, 55, 'DINRoundOffcPro']
sm19_00400k_030	Well, I haven't met \n many...	[0, 27, 'DINRoundOffcPro']
sm19_00400k_040	But Dad always said \n never to disobey the \n people in Havina.	[0, 58, 'DINRoundOffcPro']
sm19_00400k_050	They control the \n government and the \n Garrison.	[0, 45, 'DINRoundOffcPro']
sm19_00400k_060	This place is so messed \n up... But is there any \n way to change it?	[0, 64, 'DINRoundOffcPro']
sm19_00400k_070	Hey sis, don't forget \n to say thank you.	[0, 39, 'DINRoundOffcPro']
sm19_00400k_080	Thank you lady! \n You're so cool.	[0, 31, 'DINRoundOffcPro']
sm19_00400k_090	You're welcome! If you \n need anything else, just \n let me know and I'll \n come flying.	[0, 81, 'DINRoundOffcPro']
sm19_01000	Decide Who to Help	[0, 18, 'DINRoundOffcPro']
sm19_01001	Rich Man: \n Let's get out of here!	[0, 10, 'DINRoundOffcPro'], [10, 32, 'DINRoundOffcPro']
sm19_01002	Evade the Nevi and Escort \n the Man up to the Harbour	[0, 51, 'DINRoundOffcPro']
sm19_01003	Let's get out of here!	[0, 22, 'DINRoundOffcPro']
sm19_01004	Rich Man: \n Please, you've got to get me out of this place!	[0, 10, 'DINRoundOffcPro'], [10, 57, 'DINRoundOffcPro']
sm19_01005	Rich Man: \n Can't we go any faster!?	[0, 10, 'DINRoundOffcPro'], [10, 34, 'DINRoundOffcPro']
sm19_01006	Rich Man: \n You've got to hurry and get me somewhere safe.	[0, 10, 'DINRoundOffcPro'], [10, 56, 'DINRoundOffcPro']
sm19_01007	Return to Lei Elgona	[0, 20, 'DINRoundOffcPro']
sm19_01008	Find and Save the Little Girl	[0, 29, 'DINRoundOffcPro']
sm19_01009	I have to find his sister.	[0, 26, 'DINRoundOffcPro']
sm19_01010	Find and Save the Little Girl	[0, 29, 'DINRoundOffcPro']
sm19_01011	Found her!	[0, 10, 'DINRoundOffcPro']
sm19_01012	Come on, I've gotta get you to safety.	[0, 38, 'DINRoundOffcPro']
sm19_01013	Your brother's worried about you.	[0, 33, 'DINRoundOffcPro']
sm19_01014	Let's get you somewhere safe.	[0, 29, 'DINRoundOffcPro']
sm19_01015	Escort the Girl to \n Her Brother	[0, 30, 'DINRoundOffcPro']
sm19_01016	Little Girl: \n Wow! We're flying!	[0, 13, 'DINRoundOffcPro'], [13, 31, 'DINRoundOffcPro']
sm19_01017	Rich Man: \n You'll regret this! Count on it!	[0, 10, 'DINRoundOffcPro'], [10, 42, 'DINRoundOffcPro']
sm19_01018	Rich Man: \n Hey, where are you going! Get me outta here!	[0, 10, 'DINRoundOffcPro'], [10, 54, 'DINRoundOffcPro']
sm19_01019	Rich Man: \n Phew, so glad to be out of that awful place.	[0, 10, 'DINRoundOffcPro'], [10, 54, 'DINRoundOffcPro']
sm19_01020	Rich Man: \n Missing girls, Scarabs everywhere, uck, what a mess!	[0, 10, 'DINRoundOffcPro'], [10, 62, 'DINRoundOffcPro']
sm19_01022	Look at all those Scarabs... I've gotta find that girl.	[0, 55, 'DINRoundOffcPro']
sm19_01023	He said she should be on the middle island.	[0, 43, 'DINRoundOffcPro']
sm19_01024	She should be around there.	[0, 27, 'DINRoundOffcPro']
sm19_01025	I've gotta get that girl to her brother!	[0, 40, 'DINRoundOffcPro']
sm19_01026	The old guy needs my help first.	[0, 32, 'DINRoundOffcPro']
sm19_01027	The kid said his sister was somewhere with the Scarabs.	[0, 55, 'DINRoundOffcPro']
sm19_01029	I hear someone!	[0, 15, 'DINRoundOffcPro']
sm19_02000	Defeat the Remaining Nevi	[0, 25, 'DINRoundOffcPro']
sm19_02001	Now that's better!	[0, 18, 'DINRoundOffcPro']
sm19_02002	Little girl: \n Thank you, miss!	[0, 13, 'DINRoundOffcPro'], [13, 29, 'DINRoundOffcPro']
sm19_02003	Take that!	[0, 10, 'DINRoundOffcPro']
sm19_02004	How do you like this!?	[0, 22, 'DINRoundOffcPro']
sm19_02005	There's more where that came from!	[0, 34, 'DINRoundOffcPro']
sm19_02006	Ugh, that guy was getting on my nerves.	[0, 39, 'DINRoundOffcPro']
sm19_02007	Unbelievable.	[0, 13, 'DINRoundOffcPro']
sm19_02008	That took care of them.	[0, 23, 'DINRoundOffcPro']
sm19_09000	I've got to see who needs help.	[0, 31, 'DINRoundOffcPro']
sm19_09001	I've gotta save those people.	[0, 29, 'DINRoundOffcPro']
sm19_09002	I've got to get back to look for that little girl.	[0, 50, 'DINRoundOffcPro']
sm19_09003	I've got to find that little girl!	[0, 34, 'DINRoundOffcPro']
sm19_09004	I've got to take that little girl to her brother.	[0, 49, 'DINRoundOffcPro']
sm19_09005	I've got to escort them somewhere safe.	[0, 39, 'DINRoundOffcPro']
sm19_09006	I've gotta take out those Scarabs!	[0, 34, 'DINRoundOffcPro']
sm19_09007	There's no time for this...	[0, 27, 'DINRoundOffcPro']
sm19_09008	I've got to save them!	[0, 22, 'DINRoundOffcPro']
sm19_09009	There's no time for this...	[0, 27, 'DINRoundOffcPro']
sm19_09010	I've got to get them somewhere safe.	[0, 36, 'DINRoundOffcPro']
sm19_09011	He said she should be on the middle island.	[0, 43, 'DINRoundOffcPro']
