Reference Name	Text	Font
ep17_00255k_030	There's a limit to how \n long a Grigo will stay \n hacked.	[0, 53, 'DINRoundOffcPro']
ep17_00255k_040	You'll have to do what \n you need to do before \n that time runs out.	[0, 64, 'DINRoundOffcPro']
ep17_00255k_050	Right.	[0, 6, 'DINRoundOffcPro']
ep17_00260k_010	There are still too many \n officers to approach the \n square.	[0, 57, 'DINRoundOffcPro']
ep17_00260k_020	We need to find a way \n around.	[0, 29, 'DINRoundOffcPro']
ep17_00260k_030	Then use the same \n technique to lure them \n away.	[0, 46, 'DINRoundOffcPro']
ep17_00260k_040	And next time, you can \n tell me where I should \n wait.	[0, 51, 'DINRoundOffcPro']
ep17_00260k_050	Why is this Grigo so \n intent on me reaching \n the square, anyway?	[0, 62, 'DINRoundOffcPro']
ep17_00260k_060	What's so special about \n the square?	[0, 35, 'DINRoundOffcPro']
ep17_00260k_070	We need an "appropriate" \n place, trust me on this.	[0, 49, 'DINRoundOffcPro']
ep17_00265k_010	There's only the officer \n on the other side of the \n square now.	[0, 61, 'DINRoundOffcPro']
ep17_00265k_020	What do we do about him?	[0, 24, 'DINRoundOffcPro']
ep17_00265k_030	With a little noise, we \n can pull him away from \n his post.	[0, 56, 'DINRoundOffcPro']
ep17_00265k_040	You just hide here.	[0, 19, 'DINRoundOffcPro']
ep17_00265k_050	When the police officer \n leaves, head to the \n middle of the square, \n we'll meet there.	[0, 83, 'DINRoundOffcPro']
ep17_00265k_060	The Grigo just left...	[0, 22, 'DINRoundOffcPro']
ep17_00265k_070	Guess I'd better do as \n it told me and hide.	[0, 43, 'DINRoundOffcPro']
ep17_00270k_010	*Beep* *Beep*	[0, 13, 'DINRoundOffcPro']
ep17_00270k_020	Suspect is fleeing - \n they're heading from the \n goddess statue towards \n the school!	[0, 80, 'DINRoundOffcPro']
ep17_00270k_030	All units in the area \n respond!	[0, 30, 'DINRoundOffcPro']
ep17_00270k_040	I repeat. Suspect is \n fleeing towards the \n school!	[0, 48, 'DINRoundOffcPro']
ep17_00270k_050	...	[0, 3, 'DINRoundOffcPro']
ep17_00270k_060	Did the Grigo do that? \n The officer sure took \n off fast.	[0, 54, 'DINRoundOffcPro']
ep17_00270k_070	Shouldn't have any \n trouble reaching the \n square now.	[0, 51, 'DINRoundOffcPro']
ep17_00300m_010	Found you!	[0, 10, 'DINRoundOffcPro']
ep17_00300m_020	...detected. \n Wanted criminal detected.	[0, 38, 'DINRoundOffcPro']
ep17_00300m_030	Gravity Queen!	[0, 14, 'DINRoundOffcPro']
ep17_00300m_040	It's time for this angel to pass judgement on you!	[0, 50, 'DINRoundOffcPro']
ep17_00300m_050	Wait!	[0, 5, 'DINRoundOffcPro']
ep17_00300m_060	You can't be serious, sir.	[0, 26, 'DINRoundOffcPro']
ep17_00300m_070	You're going to sacrifice everyone \n for your daughter.	[0, 53, 'DINRoundOffcPro']
ep17_00300m_080	And your daughter's already-	[0, 28, 'DINRoundOffcPro']
ep17_00300m_090	Don't look.	[0, 11, 'DINRoundOffcPro']
ep17_00300m_100	Dad, what do you need?	[0, 22, 'DINRoundOffcPro']
ep17_00300m_110	Kali, clean up for me.	[0, 22, 'DINRoundOffcPro']
ep17_00300m_120	No problem.	[0, 11, 'DINRoundOffcPro']
ep17_00300m_130	Removing Gravity Queen from wanted list. \n Adding Kali Angel.	[0, 59, 'DINRoundOffcPro']
ep17_00310k_010	Gravity Queen, really, \n you led us on quite a \n chase.	[0, 51, 'DINRoundOffcPro']
ep17_00310k_020	How does it feel to be \n so wanted?	[0, 33, 'DINRoundOffcPro']
ep17_00310k_030	I'm not a criminal!	[0, 19, 'DINRoundOffcPro']
ep17_00310k_040	I wouldn't cooperate \n with Dr. Brahman...	[0, 40, 'DINRoundOffcPro']
ep17_00310k_050	So he made up this whole \n story to set me up!	[0, 44, 'DINRoundOffcPro']
ep17_00310k_060	And who's gonna \n believe that?	[0, 29, 'DINRoundOffcPro']
ep17_00310k_070	Dad is loved, \n and I'm the town's \n guardian angel.	[0, 48, 'DINRoundOffcPro']
ep17_00310k_080	Fine, then explain \n something to me...	[0, 37, 'DINRoundOffcPro']
ep17_00310k_090	How can you trust him?	[0, 22, 'DINRoundOffcPro']
ep17_00310k_100	Why shouldn't I?	[0, 16, 'DINRoundOffcPro']
ep17_00310k_110	He's the one that \n rescued me and my sister \n from the streets...	[0, 62, 'DINRoundOffcPro']
ep17_00310k_120	He's the one that found \n we were compatible.	[0, 43, 'DINRoundOffcPro']
ep17_00310k_130	And he gave me \n the angel egg.	[0, 29, 'DINRoundOffcPro']
ep17_00310k_140	Sister...? \n That means-	[0, 22, 'DINRoundOffcPro']
ep17_00310k_150	Well, a little accident \n pulled my sister away \n from me...	[0, 56, 'DINRoundOffcPro']
ep17_00310k_160	But it also made me what \n I am now!	[0, 34, 'DINRoundOffcPro']
ep17_00310k_170	Of course, I'd like \n nothing more than for \n her to come home.	[0, 59, 'DINRoundOffcPro']
ep17_00310k_180	But I'll make do with \n you if Dad thinks that's \n for the best.	[0, 60, 'DINRoundOffcPro']
ep17_00310k_190	Kali, wait! The "Missing \n Orphans Case", are you-	[0, 48, 'DINRoundOffcPro']
ep17_00310k_200	Before I arrest you, I \n guess I should take care \n of that buggy Grigo.	[0, 68, 'DINRoundOffcPro']
ep17_00320k_010	Oh, it's the officer \n that failed to protect \n Dad from the rebels.	[0, 64, 'DINRoundOffcPro']
ep17_00320k_020	Well, I've already done \n your job for you and \n found the criminal.	[0, 64, 'DINRoundOffcPro']
ep17_00320k_030	You can always depend on \n the police to be too \n little, too late.	[0, 63, 'DINRoundOffcPro']
ep17_00320k_040	Dad said so too. But \n that'll be our little \n secret.	[0, 50, 'DINRoundOffcPro']
ep17_00320k_050	My apologies, ma'am, \n I was looking for \n something.	[0, 49, 'DINRoundOffcPro']
ep17_00320k_060	What could be more \n important than finding \n the criminal?	[0, 55, 'DINRoundOffcPro']
ep17_00320k_070	The truth... \n Specifically the truth \n as overheard by one of \n the Grigos.	[0, 70, 'DINRoundOffcPro']
ep17_00320k_080	Kali, really... You and \n your Dad need to learn \n how to clean up after \n yourselves...	[0, 82, 'DINRoundOffcPro']
ep17_00320k_090	...	[0, 3, 'DINRoundOffcPro']
ep17_00320k_100	I recovered the Grigo's \n memory core.	[0, 36, 'DINRoundOffcPro']
ep17_00320k_110	Admittedly, I'm not much \n of an engineer...	[0, 42, 'DINRoundOffcPro']
ep17_00320k_120	But all of those \n training sessions you \n gave us on the Grigos \n came in handy.	[0, 75, 'DINRoundOffcPro']
ep17_00320k_130	Now, for the truth!	[0, 19, 'DINRoundOffcPro']
ep17_00400m_010	That's-!	[0, 8, 'DINRoundOffcPro']
ep17_00400m_020	Raven! Cecie!	[0, 13, 'DINRoundOffcPro']
ep17_00410k_010	H-How are you here?	[0, 19, 'DINRoundOffcPro']
ep17_00410k_020	A man told me \n you needed saving.	[0, 32, 'DINRoundOffcPro']
ep17_00410k_030	But I can explain later, \n let's finish 'em off.	[0, 46, 'DINRoundOffcPro']
ep17_00510k_010	As I was saying, the man \n told me you needed \n saving.	[0, 51, 'DINRoundOffcPro']
ep17_00510k_020	H-He had a strange \n voice. Kinda like a \n machine.	[0, 47, 'DINRoundOffcPro']
ep17_00510k_030	Sure is a lot to \n swallow.	[0, 25, 'DINRoundOffcPro']
ep17_00510k_040	When I first heard all \n of this from Aki, I \n wasn't sure what was \n going on.	[0, 73, 'DINRoundOffcPro']
ep17_00510k_050	Pandora started speaking \n in a strange, \n machine-like voice too.	[0, 62, 'DINRoundOffcPro']
ep17_00510k_060	It told me to "Expose \n Mayor Brahman and Kali, \n the Guardian Angel".	[0, 66, 'DINRoundOffcPro']
ep17_00510k_070	So all of you were led \n here by the same \n mysterious voice?	[0, 57, 'DINRoundOffcPro']
ep17_00510k_080	Do you have any idea \n who, or what, it might \n be?	[0, 47, 'DINRoundOffcPro']
ep17_00510k_090	Sorry... Though the \n voice does sound \n familiar.	[0, 46, 'DINRoundOffcPro']
ep17_00510k_100	Familiar...?	[0, 12, 'DINRoundOffcPro']
ep17_00510k_110	Well, anyway, I'm \n heading back to the \n station.	[0, 46, 'DINRoundOffcPro']
ep17_00510k_120	I have to update them on \n what's going on. I'll \n also put out an APB \n on Brahman.	[0, 78, 'DINRoundOffcPro']
ep17_00510k_130	Miss Raven, and... Miss \n Cecie, was it?	[0, 38, 'DINRoundOffcPro']
ep17_00510k_140	Would you mind \n accompanying me to the \n station?	[0, 46, 'DINRoundOffcPro']
ep17_00510k_150	Now that you're in \n Hekseville, you'll need \n to register as citizens.	[0, 67, 'DINRoundOffcPro']
ep17_00510k_160	Register? Since when do \n we have to register to \n live here?	[0, 57, 'DINRoundOffcPro']
ep17_00510k_170	Raven, trust me, life \n will be easier if you \n just do it.	[0, 55, 'DINRoundOffcPro']
ep17_01000	Flee to Aki's Place	[0, 19, 'DINRoundOffcPro']
ep17_01001	Wait, where'd that kid go?	[0, 26, 'DINRoundOffcPro']
ep17_01002	I didn't do anything!	[0, 21, 'DINRoundOffcPro']
ep17_02000	Follow the Strange Grigo	[0, 24, 'DINRoundOffcPro']
ep17_02001	Lure in a Grigo	[0, 15, 'DINRoundOffcPro']
ep17_05000	Defeat Kali	[0, 11, 'DINRoundOffcPro']
ep17_05001	Kali, stop this!	[0, 16, 'DINRoundOffcPro']
ep17_05002	Kali, wait. Don't you remember the Missing Orphans?	[0, 51, 'DINRoundOffcPro']
ep17_05003	Kali: \n Can't you just go down quietly?	[0, 6, 'DINRoundOffcPro'], [6, 37, 'DINRoundOffcPro']
ep17_05004	Kali: \n Hmph, just a scratch.	[0, 6, 'DINRoundOffcPro'], [6, 27, 'DINRoundOffcPro']
ep17_05005	Kali: \n The more you resist, the more you'll suffer.	[0, 6, 'DINRoundOffcPro'], [6, 50, 'DINRoundOffcPro']
ep17_05006	Kali's wounds are healing!?	[0, 27, 'DINRoundOffcPro']
ep17_05007	Kali: \n Get back here so we can settle this!	[0, 6, 'DINRoundOffcPro'], [6, 42, 'DINRoundOffcPro']
ep17_05008	I can't lose!	[0, 13, 'DINRoundOffcPro']
ep17_05009	Agh, she's tough...	[0, 19, 'DINRoundOffcPro']
ep17_06000	Defeat Kali	[0, 11, 'DINRoundOffcPro']
ep17_06001	Raven: \n Kat!	[0, 7, 'DINRoundOffcPro'], [7, 11, 'DINRoundOffcPro']
ep17_06002	Raven: \n Hang in there!	[0, 7, 'DINRoundOffcPro'], [7, 21, 'DINRoundOffcPro']
ep17_06003	Raven: \n Kat, hold it together!	[0, 7, 'DINRoundOffcPro'], [7, 29, 'DINRoundOffcPro']
ep17_06004	Raven: \n Kat, are you okay!?	[0, 7, 'DINRoundOffcPro'], [7, 26, 'DINRoundOffcPro']
ep17_06005	Raven: \n Come on, Kat!	[0, 7, 'DINRoundOffcPro'], [7, 20, 'DINRoundOffcPro']
ep17_06006	Kali: \n Are you looking to get hurt!?	[0, 6, 'DINRoundOffcPro'], [6, 35, 'DINRoundOffcPro']
ep17_06007	Kali: \n Playtime's over!	[0, 6, 'DINRoundOffcPro'], [6, 22, 'DINRoundOffcPro']
ep17_06008	Kali: \n Why won't you just give up, Gravity Queen!?	[0, 6, 'DINRoundOffcPro'], [6, 49, 'DINRoundOffcPro']
ep17_06009	Kali... She's healing?	[0, 22, 'DINRoundOffcPro']
ep17_06010	Kali: \n Get back here, I'll take you both on!	[0, 6, 'DINRoundOffcPro'], [6, 43, 'DINRoundOffcPro']
ep17_09000	Strange Grigo: \n Hmm, patrol's pretty heavy.	[0, 15, 'DINRoundOffcPro'], [15, 42, 'DINRoundOffcPro']
ep17_09001	Strange Grigo: \n Done hacking, now to lead it near an officer...	[0, 15, 'DINRoundOffcPro'], [15, 62, 'DINRoundOffcPro']
ep17_09002	Strange Grigo: \n Hmm...	[0, 15, 'DINRoundOffcPro'], [15, 21, 'DINRoundOffcPro']
ep17_09003	Strange Grigo: \n Better get that next officer to move.	[0, 15, 'DINRoundOffcPro'], [15, 52, 'DINRoundOffcPro']
ep17_09004	Strange Grigo: \n Now for that officer.	[0, 15, 'DINRoundOffcPro'], [15, 36, 'DINRoundOffcPro']
ep17_09005	Strange Grigo: \n This place looks safe for now.	[0, 15, 'DINRoundOffcPro'], [15, 45, 'DINRoundOffcPro']
ep17_09006	Strange Grigo: \n H-Hey, I'm on your side!	[0, 15, 'DINRoundOffcPro'], [15, 39, 'DINRoundOffcPro']
ep17_09007	Strange Grigo: \n S-Stop that!	[0, 15, 'DINRoundOffcPro'], [15, 27, 'DINRoundOffcPro']
ep17_09008	Strange Grigo: \n Strange way to treat a friend!	[0, 15, 'DINRoundOffcPro'], [15, 45, 'DINRoundOffcPro']
ep17_09009	Wait Here	[0, 9, 'DINRoundOffcPro']
ep17_09010	Follow Me	[0, 9, 'DINRoundOffcPro']
ep17_09011	Strange Grigo: \n Done hacking, now to lead it near an officer...	[0, 15, 'DINRoundOffcPro'], [15, 62, 'DINRoundOffcPro']
ep17_09012	Two Grigos! Better deal with them one at a time.	[0, 48, 'DINRoundOffcPro']
ep17_09013	Strange Grigo: \n This isn't where we need to go.	[0, 15, 'DINRoundOffcPro'], [15, 46, 'DINRoundOffcPro']
ep17_09014	Grigo: \n Currently under attack.	[0, 7, 'DINRoundOffcPro'], [7, 30, 'DINRoundOffcPro']
ep17_09015	Grigo: \n Switching to battle mode.	[0, 7, 'DINRoundOffcPro'], [7, 32, 'DINRoundOffcPro']
ep17_09016	Grigo: \n Suspicious person detected.	[0, 7, 'DINRoundOffcPro'], [7, 34, 'DINRoundOffcPro']
ep17_09017	Grigo: \n Commencing search.	[0, 7, 'DINRoundOffcPro'], [7, 25, 'DINRoundOffcPro']
ep17_09018	Grigo: \n Returning to patrol range.	[0, 7, 'DINRoundOffcPro'], [7, 33, 'DINRoundOffcPro']
ep17_09019	Grigo: \n Suspect sighted.	[0, 7, 'DINRoundOffcPro'], [7, 23, 'DINRoundOffcPro']
ep17_09020	Grigo: \n Suspect lost.	[0, 7, 'DINRoundOffcPro'], [7, 20, 'DINRoundOffcPro']
ep17_09021	Grigo: \n Lowering alert level.	[0, 7, 'DINRoundOffcPro'], [7, 28, 'DINRoundOffcPro']
ep17_09022	Grigo: \n Gravitational abnormality detected.	[0, 7, 'DINRoundOffcPro'], [7, 42, 'DINRoundOffcPro']
ep17_09023	Police Officer: \n I'm under attack by the suspect!	[0, 16, 'DINRoundOffcPro'], [16, 48, 'DINRoundOffcPro']
ep17_09024	Police Officer: \n Hm? What's this?	[0, 16, 'DINRoundOffcPro'], [16, 32, 'DINRoundOffcPro']
ep17_09025	Police Officer: \n Eh, someone else can handle it.	[0, 16, 'DINRoundOffcPro'], [16, 47, 'DINRoundOffcPro']
ep17_09026	Police Officer: \n Where'd she go!?	[0, 16, 'DINRoundOffcPro'], [16, 32, 'DINRoundOffcPro']
ep17_09027	Police Officer: \n Oh well, guess I'd better resume my patrol.	[0, 16, 'DINRoundOffcPro'], [16, 59, 'DINRoundOffcPro']
ep17_09028	Grigo: \n Suspect sighted. Apprehending...	[0, 7, 'DINRoundOffcPro'], [7, 39, 'DINRoundOffcPro']
ep17_09029	Aww, man...	[0, 11, 'DINRoundOffcPro']
ep17_09030	Police Officer: \n Taking suspect into custody!	[0, 16, 'DINRoundOffcPro'], [16, 44, 'DINRoundOffcPro']
ep17_09031	I'm not the real criminal...	[0, 28, 'DINRoundOffcPro']
ep17_09032	Police Officer: \n Over there!	[0, 16, 'DINRoundOffcPro'], [16, 27, 'DINRoundOffcPro']
ep17_09033	Spotted!	[0, 8, 'DINRoundOffcPro']
ep17_09034	Grigo: \n Drawing... attention... Alert, alert!	[0, 7, 'DINRoundOffcPro'], [7, 44, 'DINRoundOffcPro']
ep17_09035	Police Officer: \n Huh? See something?	[0, 16, 'DINRoundOffcPro'], [16, 35, 'DINRoundOffcPro']
ep17_09036	Take the Hacked Grigo \n to a Police Officer	[0, 41, 'DINRoundOffcPro']
ep17_09037	Hide and Watch the Grigo	[0, 24, 'DINRoundOffcPro']
ep17_09038	Hack the Grigo and \n Draw it to an Officer	[0, 40, 'DINRoundOffcPro']
ep17_09039	I can't shift, they'll spot me.	[0, 31, 'DINRoundOffcPro']
ep17_09040	Not this way...	[0, 15, 'DINRoundOffcPro']
f1a09b19	Daddy?	[0, 6, 'DINRoundOffcPro']
fae89d1f	Durga.	[0, 6, 'DINRoundOffcPro']
