Reference Name	Text	Font
sm32_00103k_010	好吧，我们开始训 \n 练你的图像记忆。	[0, 17, 'DFHEI5-V-SONY']
sm32_00103k_020	我会给你一张照片。 \n 试着记住上面的所 \n 有东西。	[0, 23, 'DFHEI5-V-SONY']
sm32_00103k_030	等你准备好了，告 \n 诉我一声，我会问 \n 你一些问题。	[0, 24, 'DFHEI5-V-SONY']
sm32_00103k_040	如果你可以连续答 \n 对三个问题，就算 \n 通过测试了。	[0, 24, 'DFHEI5-V-SONY']
sm32_00104	卡基： \n 我们正在训练，你现在不能离开。	[0, 4, 'DFHEI5-V-SONY'], [4, 19, 'DFHEI5-V-SONY']
sm32_00104k_010	再仔细地看看照片， \n 记住上面的所有东西。	[0, 20, 'DFHEI5-V-SONY']
sm32_00105	打破代表正确答案的箱子	[0, 11, 'DFHEI5-V-SONY']
sm32_00111k_010	错了。	[0, 3, 'DFHEI5-V-SONY']
sm32_00111k_020	注意照片里的 \n 人物顺序。	[0, 12, 'DFHEI5-V-SONY']
sm32_00111k_030	我们再试一次。	[0, 7, 'DFHEI5-V-SONY']
sm32_00112k_010	那么，第一个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00112k_020	照片里最右端的人 \n 是谁？	[0, 12, 'DFHEI5-V-SONY']
sm32_00113k_010	那么，第一个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00113k_020	照片里右数第二个 \n 人是谁？	[0, 13, 'DFHEI5-V-SONY']
sm32_00114k_010	那么，第一个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00114k_020	照片里左数第二个 \n 人是谁？	[0, 13, 'DFHEI5-V-SONY']
sm32_00115k_010	那么，第一个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00115k_020	照片里最左端的人 \n 是谁？	[0, 12, 'DFHEI5-V-SONY']
sm32_00121k_010	错了。	[0, 3, 'DFHEI5-V-SONY']
sm32_00121k_020	注意照片里的 \n 人物顺序。	[0, 12, 'DFHEI5-V-SONY']
sm32_00121k_030	我们再试一次。	[0, 7, 'DFHEI5-V-SONY']
sm32_00122k_010	现在是第二个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00122k_020	照片里最靠前的人 \n 是谁？	[0, 12, 'DFHEI5-V-SONY']
sm32_00123k_010	现在是第二个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00123k_020	照片里最远处的人 \n 是谁？	[0, 12, 'DFHEI5-V-SONY']
sm32_00124k_010	现在是第二个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00124k_020	照片里第二靠前的 \n 人是谁？	[0, 13, 'DFHEI5-V-SONY']
sm32_00125k_010	现在是第二个问题。	[0, 9, 'DFHEI5-V-SONY']
sm32_00125k_020	照片里第二靠后的 \n 人是谁？	[0, 13, 'DFHEI5-V-SONY']
sm32_00131k_010	错了。	[0, 3, 'DFHEI5-V-SONY']
sm32_00131k_020	注意照片里的人在 \n 做什么。	[0, 13, 'DFHEI5-V-SONY']
sm32_00131k_030	我们再试一次。	[0, 7, 'DFHEI5-V-SONY']
sm32_00132k_010	现在是第三个，也 \n 是最后一个问题。	[0, 17, 'DFHEI5-V-SONY']
sm32_00132k_020	照片里谁坐着？	[0, 7, 'DFHEI5-V-SONY']
sm32_00133k_010	现在是第三个，也 \n 是最后一个问题。	[0, 17, 'DFHEI5-V-SONY']
sm32_00133k_020	照片里谁交叉双 \n 臂？	[0, 10, 'DFHEI5-V-SONY']
sm32_00134k_010	现在是第三个，也 \n 是最后一个问题。	[0, 17, 'DFHEI5-V-SONY']
sm32_00134k_020	照片里谁在拍手？	[0, 8, 'DFHEI5-V-SONY']
sm32_00135k_010	现在是第三个，也 \n 是最后一个问题。	[0, 17, 'DFHEI5-V-SONY']
sm32_00135k_020	照片里谁举起了左 \n 手？	[0, 11, 'DFHEI5-V-SONY']
sm32_00200k_010	你正确回答了每个 \n 问题！	[0, 12, 'DFHEI5-V-SONY']
sm32_00200k_020	太好了，我通过了！	[0, 9, 'DFHEI5-V-SONY']
sm32_00200k_030	好吧，我们开始进 \n 行下一个训练项目。	[0, 18, 'DFHEI5-V-SONY']
sm32_00200k_040	卡基，别这么着急， \n 我表现出色有什么 \n 奖励？	[0, 22, 'DFHEI5-V-SONY']
sm32_00200k_050	训练是工作的一部 \n 分。通过测试是对 \n 学员的要求。	[0, 24, 'DFHEI5-V-SONY']
sm32_00200k_060	鼓励也是工作的一 \n 个重要部分...	[0, 17, 'DFHEI5-V-SONY']
sm32_00201k_010	接下来...	[0, 6, 'DFHEI5-V-SONY']
sm32_00201k_020	我们要训练你的 \n “情境感知”能力， \n 这有助于控制罪犯。	[0, 27, 'DFHEI5-V-SONY']
sm32_00201k_030	需要打斗，对吗？ \n 我很擅长这个！	[0, 16, 'DFHEI5-V-SONY']
sm32_00201k_040	我的警员同事会扮 \n 演你要打倒的罪犯。	[0, 18, 'DFHEI5-V-SONY']
sm32_00201k_050	不过在那之前， \n 你要打破那个箱子。	[0, 17, 'DFHEI5-V-SONY']
sm32_00201k_060	啊哦... \n 又一个箱子？	[0, 12, 'DFHEI5-V-SONY']
sm32_00201k_070	是的，请动手吧。	[0, 8, 'DFHEI5-V-SONY']
sm32_00202k_010	我就知道！	[0, 5, 'DFHEI5-V-SONY']
sm32_00202k_020	像那样的箱子 \n 会散落在场地上。	[0, 15, 'DFHEI5-V-SONY']
sm32_00202k_030	你要假设它们是市 \n 民，避免伤及无辜。	[0, 18, 'DFHEI5-V-SONY']
sm32_00202k_040	好吧，可是为什么 \n 市民得爆炸呢！？	[0, 17, 'DFHEI5-V-SONY']
sm32_00202k_050	警察的首要职责是 \n 保护市民。记住这 \n 一点很重要。	[0, 24, 'DFHEI5-V-SONY']
sm32_00202k_060	不仅从思想上领会， \n 还要有切身体会。  	[0, 20, 'DFHEI5-V-SONY']
sm32_00202k_070	卡基有点过分热衷 \n 了。我真替他的学员 \n 难过。	[0, 22, 'DFHEI5-V-SONY']
sm32_00210k_010	我们来开始情境感 \n 知训练吧。	[0, 14, 'DFHEI5-V-SONY']
sm32_00210k_020	在不损害市民箱子 \n 的情况下对付坏蛋。	[0, 18, 'DFHEI5-V-SONY']
sm32_00210k_030	如果你毁坏 \n 三个以上的箱子...	[0, 16, 'DFHEI5-V-SONY']
sm32_00210k_040	或者离开了打斗区 \n 域，你就输了。	[0, 16, 'DFHEI5-V-SONY']
sm32_00211k_010	你输了。我们再试 \n 一次。	[0, 12, 'DFHEI5-V-SONY']
sm32_00211k_020	这次请更小心周围 \n 的市民。	[0, 13, 'DFHEI5-V-SONY']
sm32_00212k_010	你没能留在打斗区 \n 域。	[0, 11, 'DFHEI5-V-SONY']
sm32_00220k_010	我做到了！他们全 \n 被我打倒了！	[0, 15, 'DFHEI5-V-SONY']
sm32_00220k_020	这一轮只是练习。	[0, 8, 'DFHEI5-V-SONY']
sm32_00220k_030	下一场打斗才是来 \n 真的。	[0, 12, 'DFHEI5-V-SONY']
sm32_00220k_040	好吧...	[0, 5, 'DFHEI5-V-SONY']
sm32_00221k_010	你打破了箱子，再 \n 试一次。	[0, 13, 'DFHEI5-V-SONY']
sm32_00221k_020	啊！那些箱子 \n 一直挡到路。	[0, 13, 'DFHEI5-V-SONY']
sm32_00221k_030	那些“箱子”是你 \n 该保护的市民。	[0, 16, 'DFHEI5-V-SONY']
sm32_00222k_010	你离开了指定区域， \n 再试一次。	[0, 15, 'DFHEI5-V-SONY']
sm32_00222k_020	实战中没有什么 \n “指定区域”啊...	[0, 18, 'DFHEI5-V-SONY']
sm32_00230k_010	看，全都解决了。 \n 我现在算是通过了 \n 吗？	[0, 20, 'DFHEI5-V-SONY']
sm32_00230k_020	不，下一场打斗才 \n 是来真的。	[0, 14, 'DFHEI5-V-SONY']
sm32_00230k_030	等等！？你刚才说 \n 上次是最后一次了！	[0, 18, 'DFHEI5-V-SONY']
sm32_00230k_040	警员必须做好被逼 \n 到极限的准备，然 \n 后要突破极限。	[0, 25, 'DFHEI5-V-SONY']
sm32_00230k_050	那是我们的成长之道。	[0, 10, 'DFHEI5-V-SONY']
sm32_00230k_060	这就像是负重训练。	[0, 9, 'DFHEI5-V-SONY']
sm32_00230k_070	换句话说，就是痛 \n 苦...	[0, 13, 'DFHEI5-V-SONY']
sm32_00231k_010	你打破了箱子，再 \n 试一次。	[0, 13, 'DFHEI5-V-SONY']
sm32_00231k_020	让市民爆炸真的有 \n 必要吗？	[0, 13, 'DFHEI5-V-SONY']
sm32_00231k_030	是的，训练练习就 \n 是这么设计的，所 \n 以我们要照章办事。	[0, 27, 'DFHEI5-V-SONY']
sm32_00232k_010	你离开了指定区域， \n 再试一次。	[0, 15, 'DFHEI5-V-SONY']
sm32_00232k_020	难道打垮坏蛋不是 \n 唯一重要的事情吗？	[0, 18, 'DFHEI5-V-SONY']
sm32_00300k_010	你已经以出色的成 \n 绩通过了，凯特。	[0, 17, 'DFHEI5-V-SONY']
sm32_00300k_020	真、真的吗？	[0, 6, 'DFHEI5-V-SONY']
sm32_00300k_030	最终总算得到了赞 \n 扬！	[0, 11, 'DFHEI5-V-SONY']
sm32_00300k_040	好吧，我们去下一 \n 个项目的场地吧。	[0, 17, 'DFHEI5-V-SONY']
sm32_00301k_010	我们在这里训练你 \n 的“人格判断”能力。	[0, 19, 'DFHEI5-V-SONY']
sm32_00301k_020	目标是训练你的专 \n 注力和评判能力， \n 这有助于预防犯罪。	[0, 27, 'DFHEI5-V-SONY']
sm32_00301k_030	那不错，可是我不 \n 想再打破箱子了。	[0, 17, 'DFHEI5-V-SONY']
sm32_00302k_010	我得告诉你多少次， \n 我受够爆炸了！	[0, 17, 'DFHEI5-V-SONY']
sm32_00302k_020	如果你没能找出嫌 \n 疑犯，箱子就会象 \n 刚才那样爆炸。	[0, 25, 'DFHEI5-V-SONY']
sm32_00302k_030	作为警员，如果你 \n 没能在罪行开始之 \n 前阻止它，无辜的 \n 市民会受到伤害。	[0, 35, 'DFHEI5-V-SONY']
sm32_00302k_040	警员必须理解这个， \n 不仅从思想上领会， \n 还要有切身体会。	[0, 28, 'DFHEI5-V-SONY']
sm32_00302k_050	我开始觉得卡基只 \n 是喜欢爆炸...	[0, 17, 'DFHEI5-V-SONY']
sm32_00310k_010	我们来开始人格判 \n 断训练吧。	[0, 14, 'DFHEI5-V-SONY']
sm32_00310k_020	扮演可疑人物的警 \n 官向着这边来了。	[0, 17, 'DFHEI5-V-SONY']
sm32_00310k_030	站在那个箱子上， \n 找出可疑份子， \n 趁早用相机拍下他们。	[0, 27, 'DFHEI5-V-SONY']
sm32_00310k_040	如果你拍到了他们 \n 脸部的清晰照片， \n 就算通过了。	[0, 24, 'DFHEI5-V-SONY']
sm32_00310k_050	可是如果嫌疑犯接 \n 近你，你就输了。	[0, 17, 'DFHEI5-V-SONY']
sm32_00311k_010	你输了。 \n 我们再试一次。	[0, 12, 'DFHEI5-V-SONY']
sm32_00311k_020	保持冷静，观察嫌 \n 疑犯的动作。	[0, 15, 'DFHEI5-V-SONY']
sm32_00320k_010	我拍到照片了！ \n 这相当简单。	[0, 14, 'DFHEI5-V-SONY']
sm32_00320k_020	那是因为这次只是 \n 练习，而且只有一 \n 名罪犯。	[0, 22, 'DFHEI5-V-SONY']
sm32_00320k_030	噢...	[0, 4, 'DFHEI5-V-SONY']
sm32_00320k_040	下一次将有两名罪 \n 犯。拍下他们俩人 \n 的照片。	[0, 22, 'DFHEI5-V-SONY']
sm32_00321k_010	你输了。 \n 我们再试一次。	[0, 12, 'DFHEI5-V-SONY']
sm32_00321k_020	密切注意，一定要把 \n 他们俩都拍进去。	[0, 18, 'DFHEI5-V-SONY']
sm32_00330k_010	你通过了。	[0, 5, 'DFHEI5-V-SONY']
sm32_00330k_020	不赖吧，嗯？	[0, 6, 'DFHEI5-V-SONY']
sm32_00330k_030	下一次，将有四名 \n 嫌犯。	[0, 12, 'DFHEI5-V-SONY']
sm32_00330k_040	什么！？现在他们 \n 的数量成倍增长吗?	[0, 18, 'DFHEI5-V-SONY']
sm32_00330k_050	别让任何一个溜了。 \n 把他们所有人都拍进去。	[0, 21, 'DFHEI5-V-SONY']
sm32_00331k_010	你输了。 \n 我们再试一次。	[0, 12, 'DFHEI5-V-SONY']
sm32_00331k_020	注意你的周边环境， \n 别让他们给溜了。	[0, 18, 'DFHEI5-V-SONY']
sm32_00350k_005	你为什么要拍我的 \n 照片？	[0, 12, 'DFHEI5-V-SONY']
sm32_00350k_010	我们正在进行训练， \n 请认真一点。	[0, 16, 'DFHEI5-V-SONY']
sm32_00350k_020	认真一点，明白了...	[0, 11, 'DFHEI5-V-SONY']
sm32_00400k_010	你通过了。你拍到 \n 了他们所有人的照 \n 片。	[0, 20, 'DFHEI5-V-SONY']
sm32_00400k_020	呵呵。这是不是意 \n 味着我通过了你的 \n 所有测试？	[0, 23, 'DFHEI5-V-SONY']
sm32_00400k_030	训练肯定是太容易 \n 了，我得加大难度 \n 来激发警员的潜力。	[0, 27, 'DFHEI5-V-SONY']
sm32_00400k_040	什么！？	[0, 4, 'DFHEI5-V-SONY']
sm32_00400k_050	嗯，没事。你的训 \n 练还没完呢-	[0, 15, 'DFHEI5-V-SONY']
sm32_00401k_010	我已经受够了！ \n 不要再训练了， \n 不要再爆炸了！	[0, 23, 'DFHEI5-V-SONY']
sm32_00401k_020	我觉得到现在为止 \n 我一直很合作，可 \n 是该说出我的想法 \n 了。	[0, 29, 'DFHEI5-V-SONY']
sm32_00401k_030	你对这一切过 \n 于执着，对你的 \n 学员太过苛刻。	[0, 22, 'DFHEI5-V-SONY']
sm32_00401k_040	那个没露面的学员 \n 如果珍惜他的性命， \n 他的决定是正确的！	[0, 28, 'DFHEI5-V-SONY']
sm32_00401k_050	那个在摇晃的训 \n 练箱又是怎么回事... \n 又要爆炸了？	[0, 26, 'DFHEI5-V-SONY']
sm32_00401k_060	我没在里面装炸药 \n 啊...	[0, 13, 'DFHEI5-V-SONY']
sm32_00401k_070	如果不是你干的， \n 那么...	[0, 14, 'DFHEI5-V-SONY']
sm32_00402k_010	啊...	[0, 4, 'DFHEI5-V-SONY']
sm32_00402k_020	里面有个人！	[0, 6, 'DFHEI5-V-SONY']
sm32_00402k_030	你是那个没露面的 \n 学员！	[0, 12, 'DFHEI5-V-SONY']
sm32_00402k_040	你还好吗？ \n 发生了什么事？	[0, 13, 'DFHEI5-V-SONY']
sm32_00402k_050	啊...	[0, 4, 'DFHEI5-V-SONY']
sm32_00402k_060	训练结束了。凯特， \n 快点送这个人去医 \n 院。	[0, 21, 'DFHEI5-V-SONY']
sm32_00402k_070	我们在箱子里发现的那个人， \n 是我替代的新警员。	[0, 23, 'DFHEI5-V-SONY']
sm32_00402k_080	他因为受了重伤而进了医院，可是我们还 \n 不知道他是怎么会到箱子里。 \n 在一团混乱中，卡基也忘了要请我吃饭。	[0, 51, 'DFHEI5-V-SONY']
sm32_01001	打破的箱子	[0, 5, 'DFHEI5-V-SONY']
sm32_01002	在不打破箱子的情况 \n 下打败坏蛋	[0, 15, 'DFHEI5-V-SONY']
sm32_01003	糟糕，箱子！	[0, 6, 'DFHEI5-V-SONY']
sm32_01004	我不能再打破箱子了。	[0, 10, 'DFHEI5-V-SONY']
sm32_01005	卡基： \n 请回到训练区。	[0, 4, 'DFHEI5-V-SONY'], [4, 11, 'DFHEI5-V-SONY']
sm32_02000	拍摄嫌疑犯的照片	[0, 8, 'DFHEI5-V-SONY']
sm32_02001	已拍的嫌疑犯照片数	[0, 9, 'DFHEI5-V-SONY']
